customerID,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,gender,SeniorCitizen,Partner,Dependents,tenure
8630-FJLIB,No,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.8,1221.65,Female,0,No,No,18
8630-QSGXK,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,3901.25,Male,0,Yes,No,51
8631-NBHFZ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),79.4,5154.6,Male,1,Yes,Yes,66
8631-WUXGY,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.8,4391.25,Female,0,No,Yes,46
8631-XVRZL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,20.15,163.7,Male,0,No,No,9
8634-CILSZ,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Male,0,No,No,69
8634-MPHTR,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,Male,1,Yes,No,47
8637-XJIVR,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.95,927.35,Female,0,No,No,12
8639-NHQEI,No,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.9,6954.15,Female,0,Yes,Yes,72
8640-SDGKB,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.4,299.7,Male,0,No,No,4
8642-GVWRF,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Female,0,Yes,No,2
8644-XLFBW,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.65,71.65,Male,1,No,No,1
8644-XYTSV,No,DSL,Yes,No,No,No,Yes,No,No,No phone service,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,Male,0,Yes,No,42
8645-KOMJQ,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,5601.4,Male,0,Yes,Yes,69
8645-KWHJO,No,DSL,No,No,Yes,Yes,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,55.0,771.95,Male,0,No,No,14
8646-JCOMS,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.55,6130.95,Female,0,Yes,No,66
8647-SDTWQ,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.3,4018.35,Male,0,Yes,Yes,57
8648-PFRMP,No,DSL,No,No,No,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,46.35,672.7,Female,1,No,No,14
8649-VYTUC,,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.35,2238.5,Male,0,No,No,24
8650-RHRKE,Yes,DSL,No,No,Yes,No,No,No,No,No phone service,Month-to-month,Yes,Electronic check,29.65,118.5,Male,0,No,No,4
8651-ENBZX,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,Female,1,No,No,60
8652-YHIYU,No,Fiber optic,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.5,1264.2,Female,0,No,Yes,16
8654-DHAOW,No,DSL,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,54.15,101.65,Female,0,No,No,2
8659-HDIYE,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,Female,1,No,No,64
8659-IOOPU,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,100.45,7159.7,Female,0,Yes,Yes,71
8660-BUETV,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,44.75,148.05,Female,0,No,No,3
8661-BOYNW,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,Female,0,Yes,No,72
8663-UPDGF,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,Female,0,No,No,26
8665-UTDHZ,Yes,DSL,No,Yes,No,No,No,No,No,No phone service,Month-to-month,No,Electronic check,30.2,30.2,Male,0,Yes,Yes,1
8668-KNZTI,No,DSL,Yes,No,Yes,No,No,No,Yes,No,One year,No,Electronic check,53.75,2790.65,Male,0,No,No,52
8670-ERCJH,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4,8164.1,Male,0,No,No,72
8670-MEFCP,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.9,3379.25,Female,0,Yes,Yes,36
8671-KKKOS,No,DSL,Yes,Yes,No,No,Yes,No,No,No phone service,Month-to-month,No,Electronic check,45.55,2062.15,Female,0,Yes,No,46
8672-OAUPW,No,DSL,No,No,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),47.85,2356.75,Male,0,No,Yes,51
8676-OOQEJ,No,DSL,No,No,No,Yes,No,No,No,No phone service,Month-to-month,No,Electronic check,30.5,118.4,Male,0,No,No,4
8676-TRMJS,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.0,209.1,Male,0,No,No,3
8677-HDZEE,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,Female,0,No,No,56
8679-JOEVF,Yes,DSL,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Female,1,No,No,16
8679-LZBMD,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),90.65,3974.15,Male,0,Yes,No,44
8680-CGLTP,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,58.75,1696.2,Male,0,No,No,29
8681-ICONS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,20.65,654.85,Male,0,Yes,Yes,29
8685-WHQPW,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.4,1692.6,Female,1,No,No,22
8687-BAFGU,No,Fiber optic,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,74.0,74.0,Male,0,No,No,1
8690-UPCZI,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),69.05,1958.45,Male,0,Yes,Yes,29
8690-ZVLCL,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,Female,0,Yes,Yes,68
8695-ARGXZ,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.55,2425.4,Male,1,Yes,No,34
8695-WDYEA,No,DSL,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,51.25,51.25,Male,0,No,No,1
8696-JKZNU,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.25,2841.55,Female,1,No,No,37
8699-ASUFO,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.4,527.9,Male,1,Yes,No,7
8701-DGLVH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,20.45,1042.65,Male,0,No,No,51
8705-DWKTI,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,Male,0,No,No,52
8705-WZCYL,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,44.8,Male,0,No,No,1
8706-HRADD,No,DSL,Yes,No,No,Yes,Yes,No,No,No phone service,Month-to-month,Yes,Mailed check,43.55,1011.5,Male,0,No,No,21
8707-HOEDG,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,7689.8,Female,0,Yes,Yes,70
8707-RMEZH,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),87.3,6055.55,Female,1,Yes,No,69
8708-XPXHZ,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,Female,0,Yes,Yes,42
8709-KRDVL,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,Female,0,No,No,33
8710-YGLWG,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.9,44.9,Male,0,No,No,1
8711-LOBKY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,19.85,1188.25,Male,0,Yes,Yes,59
8713-IGZSO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,24.85,62.0,Male,0,No,No,2
8714-CTZJW,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.85,319.6,Female,0,No,No,4
8714-EUHJO,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,Female,0,Yes,Yes,31
8715-KKTFG,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,Female,0,Yes,No,61
8717-VCTXJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,19.55,839.4,Male,0,No,No,42
8718-PTMEZ,Yes,DSL,No,Yes,No,No,No,No,No,No phone service,Month-to-month,Yes,Electronic check,31.05,347.25,Female,0,No,No,13
8720-RQSBJ,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,44.0,44.0,Male,1,No,No,1
8722-NGNBH,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No phone service,Month-to-month,No,Mailed check,40.0,223.45,Male,0,No,No,5
8722-PRFDV,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.55,5574.35,Female,0,Yes,Yes,71
8725-JEDFD,No,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.05,1793.25,Male,0,No,No,27
8727-JQFHV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,20.75,1123.15,Male,0,Yes,Yes,57
8727-XDPUD,No,DSL,No,No,No,No,Yes,No,No,No phone service,Two year,No,Credit card (automatic),35.8,1316.9,Male,0,No,No,37
8728-SKJLR,No,Fiber optic,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.25,3089.1,Male,0,No,No,41
8731-WBBMB,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,Female,0,Yes,No,26
8732-BBLMG,,DSL,No,Yes,No,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Credit card (automatic),50.95,229.4,Female,0,No,No,5
8734-DKSTZ,No,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.95,858.6,Female,0,Yes,Yes,10
8734-FNWVH,No,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,Male,0,Yes,Yes,31
8735-DCXNF,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.95,568.85,Male,0,Yes,No,10
8735-IJJEG,No,DSL,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.2,668.85,Male,0,Yes,No,14
8735-NBLWT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.4,184.1,Male,0,No,Yes,9
8735-SDUFN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),24.3,1778.7,Female,1,Yes,No,72
8738-JOKAR,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,67.7,2882.25,Female,0,No,No,42
8739-QOTTN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.35,41.85,Female,0,Yes,No,2
8739-WWKDU,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,2196.15,Male,1,No,No,25
8739-XNIKG,No,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.0,424.75,Female,0,No,No,5
8740-CRYFY,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Male,0,No,No,1
8740-XLHDR,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No phone service,Month-to-month,Yes,Mailed check,43.25,219.0,Male,0,No,No,5
8741-LQOBK,No,DSL,Yes,Yes,No,No,No,No,No,No phone service,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,Female,0,Yes,Yes,46
8745-PVESG,No,DSL,Yes,No,Yes,Yes,No,No,No,No phone service,One year,Yes,Credit card (automatic),41.1,2258.25,Female,0,No,No,57
8746-BFOAJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),20.5,429.55,Male,1,No,No,21
8746-OQQRW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,25.25,101.9,Male,0,No,No,4
8747-UDCOI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),19.35,1319.95,Female,0,Yes,No,65
8748-HFWBO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,19.9,357.7,Male,0,Yes,Yes,19
8749-CLJXC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.05,20.05,Male,0,No,No,1
8749-JMNKX,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,Male,1,Yes,No,51
8749-TZYEC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),24.8,1874.3,Male,0,Yes,No,72
8750-QWZAJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),19.8,1378.75,Female,0,Yes,Yes,70
8751-EDEKA,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.9,2433.5,Female,0,Yes,No,28
8752-GHJFU,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,92.0,6585.2,Male,1,Yes,No,71
8752-IMQOS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,20.1,85.1,Male,0,Yes,Yes,5
8752-STIVR,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,Female,0,No,No,4
8754-GZCEH,,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.15,2395.7,Female,0,Yes,No,25
8755-IWJHN,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,Male,1,Yes,No,69
8755-OGKNA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),19.5,1167.6,Female,0,Yes,Yes,57
8756-RDDLT,No,DSL,No,Yes,No,Yes,No,Yes,No,No phone service,Month-to-month,No,Electronic check,44.95,3085.35,Female,0,No,No,68
8757-TFHHJ,No,DSL,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,Male,0,No,No,1
8760-ZRHKE,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,69.2,4982.5,Female,1,Yes,Yes,71
8761-NSOBC,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,100.55,4398.15,Male,0,No,No,44
8763-KIAFH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,20.55,583.3,Female,0,Yes,Yes,27
8766-PAFNE,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.1,5564.85,Male,0,Yes,No,71
8769-KKTPH,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,Female,0,Yes,Yes,63
8773-HHUOZ,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.7,1093.1,Female,0,No,Yes,17
8774-GSBUN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,25.4,1797.1,Male,0,Yes,No,72
8774-QWEBD,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,Male,0,Yes,Yes,40
8775-CEBBJ,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.2,403.35,Female,0,No,No,9
8775-ERLNB,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.3,74.3,Male,1,Yes,No,1
8775-LHDJH,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.6,90.6,Female,1,Yes,No,1
8777-MBMTS,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),105.85,6725.5,Female,1,Yes,No,65
8777-PVYGU,No,DSL,Yes,No,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,Female,0,Yes,No,52
8778-LMWTJ,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.85,708.2,Female,0,No,No,9
8779-QRDMV,Yes,DSL,No,No,Yes,No,No,Yes,No,No phone service,Month-to-month,Yes,Electronic check,39.65,39.65,Male,1,No,No,1
8779-YIQQA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,19.8,350.1,Male,0,Yes,Yes,21
8780-IHCRN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),24.65,1574.5,Male,0,Yes,Yes,63
8780-IXSTS,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,521.3,Female,0,No,No,6
8780-RSYYU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),19.2,532.1,Female,0,No,No,25
8780-YRMTT,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No phone service,Two year,Yes,Mailed check,47.4,3177.25,Female,0,No,No,66
8782-LKFPK,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,Male,0,No,No,44
8782-NUUOL,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,79.0,4801.1,Male,0,No,No,60
8784-CGILN,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.85,1776.95,Female,0,No,No,18
8785-CJSHH,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,Female,0,Yes,No,60
8785-EPNCG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),23.15,245.2,Male,0,No,No,11
8788-DOXSU,No,DSL,No,No,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),61.35,3645.5,Male,0,No,No,59
8791-GFXLZ,No,DSL,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,Male,0,No,No,12
8792-AOROI,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,65.5,564.35,Female,0,Yes,No,8
8793-IZZRV,,DSL,No,No,No,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,44.55,174.3,Male,0,No,No,4
8799-OXZMD,No,DSL,No,No,Yes,No,No,No,No,No phone service,Month-to-month,Yes,Mailed check,29.75,790.7,Female,0,No,No,28
8800-JOOCF,No,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.05,966.55,Female,0,No,Yes,12
8800-ZKRFW,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,Female,0,Yes,Yes,30
8802-UNOJF,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.8,1029.75,Male,1,No,No,12
8805-JNRAZ,No,DSL,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,49.2,103.7,Female,0,No,No,2
8806-EAGWC,Yes,DSL,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Male,0,No,No,3
8807-ARQET,No,DSL,No,Yes,No,No,No,Yes,No,No phone service,Month-to-month,Yes,Electronic check,40.35,1677.85,Female,0,No,No,41
8807-OPMBM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),25.65,1388.0,Female,0,Yes,Yes,55
8808-ELEHO,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.25,585.95,Male,1,No,No,8
8809-RIHDD,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Male,0,Yes,Yes,72
8809-XKHMD,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,Male,0,Yes,No,72
8812-ZRHFP,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,86.45,2538.05,Female,0,Yes,Yes,30
8815-LMFLX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,Male,0,Yes,Yes,25
8816-VXNZD,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.1,75.1,Female,0,No,No,1
8818-DOPVL,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,Female,1,No,No,46
8818-XYFCQ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Male,0,Yes,Yes,32
8819-IMISP,No,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.45,2429.1,Male,0,No,No,31
8819-WFGGJ,No,DSL,Yes,No,Yes,No,Yes,Yes,No,No phone service,Two year,Yes,Bank transfer (automatic),54.1,3794.5,Male,0,Yes,No,68
8819-ZBYNA,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,Female,0,Yes,No,58
8821-KVZKQ,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No phone service,One year,Yes,Bank transfer (automatic),58.4,4113.15,Female,0,Yes,Yes,70
8821-XNHVZ,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Female,0,Yes,Yes,1
8822-KNBHV,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,Female,0,No,No,48
8823-RLPWL,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,Female,0,Yes,No,72
8824-RWFXJ,Yes,DSL,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.15,168.15,Male,0,Yes,Yes,3
8835-VSDSE,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.7,141.45,Female,0,Yes,No,2
8837-VVWLQ,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.95,668.4,Female,0,No,No,8
8838-GPHZP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,20.6,1298.7,Female,0,No,No,63
8840-DQLGN,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Female,1,Yes,No,35
8844-TONUD,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.65,1162.85,Male,0,Yes,Yes,13
8845-LWKGE,No,DSL,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,64.5,1985.15,Female,0,Yes,Yes,30
8847-GEOOQ,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No phone service,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,Male,0,Yes,No,60
8849-AYPTR,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.25,2964.05,Male,0,Yes,No,33
8849-GYOKR,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Female,0,Yes,No,54
8849-PRIQJ,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.4,7281.6,Female,0,Yes,Yes,67
8851-RAGOV,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.05,1837.7,Female,0,Yes,No,25
8853-TZDGH,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,Female,0,No,No,72
8854-CCVSQ,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.65,1451.9,Male,0,No,No,18
8857-CUPFQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,19.25,1237.65,Male,0,Yes,No,63
